"doi","publisher","container_1","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","url","contentUrl","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","container_issue"
"10.5281/zenodo.4410269","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410269",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,0,0,"2021-01-02T14:51:29Z","2021-01-02T14:51:31Z",NA,"2021-01-02T15:02:02Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410272","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410272",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,4,0,0,0,0,0,"2021-01-02T14:51:33Z","2021-01-02T14:51:34Z",NA,"2021-01-02T15:02:11Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410271","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410271",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2021-01-02T14:51:35Z","2021-01-02T14:51:37Z",NA,"2021-01-02T15:02:15Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410276","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410276",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,0,0,0,"2021-01-02T14:51:42Z","2021-01-02T14:51:43Z",NA,"2021-01-02T15:02:21Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410274","Zenodo",NA,2020,NA,"RPRT","article","article-journal","ScholarlyArticle","Taxonomic treatment","Text",NA,"https://zenodo.org/record/4410274",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,10,0,2,0,1,"2021-01-02T14:51:44Z","2021-01-02T14:51:45Z",NA,"2021-09-19T03:54:43Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410275","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410275",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,1,0,"2021-01-02T14:51:44Z","2021-01-02T14:51:46Z",NA,"2021-01-02T15:02:23Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410273","Zenodo",NA,2020,NA,"RPRT","article","article-journal","ScholarlyArticle","Taxonomic treatment","Text",NA,"https://zenodo.org/record/4410273",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,5,0,2,1,0,"2021-01-02T14:51:46Z","2021-01-02T14:51:47Z",NA,"2021-09-19T03:54:46Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410278","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410278",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,1,0,0,"2021-01-02T14:51:48Z","2021-01-02T14:51:49Z",NA,"2021-01-02T15:02:29Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410277","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410277",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,1,1,0,"2021-01-02T14:51:51Z","2021-01-02T14:51:52Z",NA,"2021-01-02T15:02:32Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410280","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410280",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,1,0,0,"2021-01-02T14:51:54Z","2021-01-02T14:51:55Z",NA,"2021-01-02T15:02:40Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410279","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410279",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,1,0,"2021-01-02T14:51:58Z","2021-01-02T14:51:59Z",NA,"2021-01-02T15:02:43Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410282","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410282",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,1,0,0,"2021-01-02T14:52:00Z","2021-01-02T14:52:01Z",NA,"2021-01-02T15:02:48Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410281","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410281",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,1,0,"2021-01-02T14:52:03Z","2021-01-02T14:52:04Z",NA,"2021-01-02T15:02:51Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410284","Zenodo",NA,2020,NA,"RPRT","article","article-journal","ScholarlyArticle","Taxonomic treatment","Text",NA,"https://zenodo.org/record/4410284",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,20,0,2,0,1,"2021-01-02T14:52:08Z","2021-01-02T14:52:09Z",NA,"2021-09-19T03:54:49Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410286","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410286",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,0,0,0,"2021-01-02T14:52:10Z","2021-01-02T14:52:11Z",NA,"2021-01-02T15:02:58Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410283","Zenodo",NA,2020,NA,"RPRT","article","article-journal","ScholarlyArticle","Taxonomic treatment","Text",NA,"https://zenodo.org/record/4410283",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,10,0,2,1,0,"2021-01-02T14:52:11Z","2021-01-02T14:52:12Z",NA,"2021-09-19T03:54:51Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410285","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410285",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,1,1,0,"2021-01-02T14:52:13Z","2021-01-02T14:52:14Z",NA,"2021-01-02T15:03:01Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410288","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410288",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,0,0,0,"2021-01-02T14:52:18Z","2021-01-02T14:52:19Z",NA,"2021-01-02T15:03:08Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410287","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410287",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,1,1,0,"2021-01-02T14:52:20Z","2021-01-02T14:52:21Z",NA,"2021-01-02T15:03:12Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410290","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410290",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,1,0,0,"2021-01-02T14:52:24Z","2021-01-02T14:52:25Z",NA,"2021-01-02T15:03:16Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410289","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410289",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2021-01-02T14:52:27Z","2021-01-02T14:52:28Z",NA,"2021-01-02T15:03:18Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410292","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410292",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,0,0,0,"2021-01-02T14:52:30Z","2021-01-02T14:52:31Z",NA,"2021-01-02T15:03:25Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410291","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410291",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,1,0,"2021-01-02T14:52:33Z","2021-01-02T14:52:34Z",NA,"2021-01-02T15:03:29Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410294","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410294",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-02T14:52:36Z","2021-01-02T14:52:37Z",NA,"2021-02-03T15:14:06Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410293","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410293",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,1,0,"2021-01-02T14:52:39Z","2021-01-02T14:52:40Z",NA,"2021-02-03T15:14:08Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410296","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410296",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-02T14:52:42Z","2021-01-02T14:52:43Z",NA,"2021-02-03T15:14:17Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410295","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410295",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,1,1,0,"2021-01-02T14:52:46Z","2021-01-02T14:52:46Z",NA,"2021-02-03T15:14:20Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410298","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410298",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-02T14:52:48Z","2021-01-02T14:52:50Z",NA,"2021-02-03T15:14:23Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410297","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410297",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,0,0,"2021-01-02T14:52:52Z","2021-01-02T14:52:54Z",NA,"2021-02-03T15:14:26Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410300","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410300",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-02T14:52:54Z","2021-01-02T14:52:55Z",NA,"2021-02-03T15:14:30Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410299","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410299",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,1,1,0,"2021-01-02T14:52:56Z","2021-01-02T14:52:57Z",NA,"2021-02-03T15:14:33Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410304","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410304",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,15,0,0,2,0,1,"2021-01-02T14:53:00Z","2021-01-02T14:53:01Z",NA,"2021-02-03T15:14:41Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4410303","Zenodo",NA,2020,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",NA,"https://zenodo.org/record/4410303",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,8,0,0,2,1,0,"2021-01-02T14:53:03Z","2021-01-02T14:53:04Z",NA,"2021-02-03T15:14:44Z","cern.zenodo","clients","Series",NA,NA,NA,"10.11646/zootaxa.4853.1.1","DOI",NA,NA
"10.5281/zenodo.4415054","Zenodo",NA,2021,"en","JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",NA,"https://zenodo.org/record/4415054",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-04T05:46:12Z","2021-01-04T05:46:13Z",NA,"2021-01-04T05:46:13Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4415053","Zenodo",NA,2021,"en","JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",NA,"https://zenodo.org/record/4415053",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-04T05:46:14Z","2021-01-04T05:46:15Z",NA,"2021-01-04T05:46:15Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.h70rxwdhh","Dryad",NA,2021,"en","DATA","misc","dataset","Dataset","dataset","Dataset","3","http://datadryad.org/stash/dataset/doi:10.5061/dryad.h70rxwdhh",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,27,9,0,0,0,0,0,0,"2021-01-05T06:17:01Z","2021-01-05T06:17:02Z",NA,"2021-11-09T05:25:27Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4196267","Zenodo",NA,2020,"en","DATA","misc","dataset","Dataset",NA,"Dataset","0.0.1","https://zenodo.org/record/4196267",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-05T13:58:12Z","2021-01-05T13:58:12Z",NA,"2021-01-05T13:58:12Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4196266","Zenodo",NA,2020,"en","DATA","misc","dataset","Dataset",NA,"Dataset","0.0.2","https://zenodo.org/record/4196266",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-05T13:58:14Z","2021-01-05T13:58:14Z",NA,"2021-06-18T12:42:04Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4422462","Zenodo",NA,2021,"en","JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",NA,"https://zenodo.org/record/4422462",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-07T07:02:32Z","2021-01-07T07:02:33Z",NA,"2021-01-07T07:02:33Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4422461","Zenodo",NA,2021,"en","JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",NA,"https://zenodo.org/record/4422461",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-07T07:02:34Z","2021-01-07T07:02:35Z",NA,"2021-01-07T07:02:36Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.18128/mpc2020-09","Minneapolis, MN: Minnesota Population Center",NA,2020,"en","RPRT","article","article-journal","ScholarlyArticle","Working Paper","Text",NA,"https://assets.ipums.org/_files/mpc/wp2020-09.pdf",NA,0,"http://datacite.org/schema/kernel-4","fabrica",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2021-01-07T20:19:01Z","2021-01-07T20:19:01Z",NA,"2021-01-07T20:19:02Z","umn.ipums","clients","Series","Minnesota Population Center Working Paper Series",NA,NA,NA,NA,NA,NA
"10.18128/mpc2020-10","Minneapolis, MN: Minnesota Population Center",NA,2020,"en","RPRT","article","article-journal","ScholarlyArticle","Working Paper","Text",NA,"https://assets.ipums.org/_files/mpc/wp2020-10.pdf",NA,0,"http://datacite.org/schema/kernel-4","fabrica",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2021-01-07T20:20:04Z","2021-01-07T20:20:04Z",NA,"2021-01-07T20:20:04Z","umn.ipums","clients","Series","Minnesota Population Center Working Paper Series",NA,NA,NA,NA,NA,NA
"10.18128/mpc2020-11","Minneapolis, MN: Minnesota Population Center",NA,2020,"en","RPRT","article","article-journal","ScholarlyArticle","Working Paper","Text",NA,"https://assets.ipums.org/_files/mpc/wp2020-11.pdf",NA,0,"http://datacite.org/schema/kernel-4","fabrica",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2021-01-07T20:21:06Z","2021-01-07T20:21:06Z",NA,"2021-01-07T20:21:06Z","umn.ipums","clients","Series","Minnesota Population Center Working Paper Series",NA,NA,NA,NA,NA,NA
"10.3886/e130481","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2021,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","V0","https://www.openicpsr.org/openicpsr/project/130481/view",NA,1,"http://datacite.org/schema/kernel-4","api",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-09T21:17:25Z","2021-01-09T21:17:25Z",NA,"2021-01-10T00:30:00Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.3886/e130481v1","ICPSR - Interuniversity Consortium for Political and Social Research",NA,2021,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","1","https://www.openicpsr.org/openicpsr/project/130481/version/V1/view",NA,1,"http://datacite.org/schema/kernel-4","api",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-09T21:17:31Z","2021-01-09T21:17:31Z",NA,"2021-01-10T00:30:02Z","gesis.icpsr","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.n5tb2rbtr","Dryad",NA,2020,"en","DATA","misc","dataset","Dataset","dataset","Dataset","6","http://datadryad.org/stash/dataset/doi:10.5061/dryad.n5tb2rbtr",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,50,13,0,1,0,0,0,0,"2021-01-13T19:23:16Z","2021-01-13T19:23:17Z",NA,"2021-11-09T04:31:51Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25345/c5gf70","MassIVE",NA,2021,"en","DATA","misc","dataset","Dataset","Mass Spectrometry","Dataset",NA,"https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000086707",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-15T21:22:56Z","2021-01-15T21:22:57Z",NA,"2021-01-15T21:22:57Z","cdl.ucsd","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7288/v4/magic/17073","Geology",NA,2020,"en","DATA","misc","dataset","Dataset",NA,"Dataset","1","https://earthref.org/MagIC/17073",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-18T16:09:26Z","2021-01-18T16:09:28Z",NA,"2021-03-19T04:49:09Z","cdl.ucsd","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4451572","Zenodo",NA,2021,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","2021-01-19","https://zenodo.org/record/4451572",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-20T04:05:17Z","2021-01-20T04:05:20Z",NA,"2021-01-20T04:05:20Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
"10.5281/zenodo.4455271","Zenodo",NA,2021,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0.1","https://zenodo.org/record/4455271",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2021-01-21T14:19:51Z","2021-01-21T14:19:52Z",NA,"2021-01-21T14:22:17Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4460346","Zenodo",NA,2021,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","v1","https://zenodo.org/record/4460346",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-24T17:44:17Z","2021-01-24T17:44:18Z",NA,"2021-01-24T17:44:18Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4460345","Zenodo",NA,2021,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","v4","https://zenodo.org/record/4460345",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,3,0,"2021-01-24T17:44:19Z","2021-01-24T17:44:20Z",NA,"2021-05-07T18:35:27Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/restud-replication","URL",NA,NA
"10.5281/zenodo.4464183","Zenodo",NA,2021,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.2.1","https://zenodo.org/record/4464183",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-25T19:04:24Z","2021-01-25T19:04:26Z",NA,"2021-01-25T19:04:26Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4464182","Zenodo",NA,2021,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v2.2.0","https://zenodo.org/record/4464182",NA,13,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,13,0,"2021-01-25T19:04:27Z","2021-01-25T19:04:29Z",NA,"2021-10-29T16:16:38Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4469744","Zenodo",NA,2020,"en","RPRT","article","article-journal","ScholarlyArticle","Presentation","Text",NA,"https://zenodo.org/record/4469744",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-26T18:50:04Z","2021-01-26T18:50:05Z",NA,"2021-01-26T18:50:05Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4469743","Zenodo",NA,2020,"en","RPRT","article","article-journal","ScholarlyArticle","Presentation","Text",NA,"https://zenodo.org/record/4469743",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-26T18:50:06Z","2021-01-26T18:50:08Z",NA,"2021-01-26T18:50:08Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.pc866t1jr","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","4","http://datadryad.org/stash/dataset/doi:10.5061/dryad.pc866t1jr",NA,3,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,3,0,0,0,0,0,0,0,"2021-01-27T21:36:53Z","2021-01-27T21:36:54Z",NA,"2021-11-08T21:22:52Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.4483045","Zenodo",NA,2021,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.2.2","https://zenodo.org/record/4483045",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-01-31T06:41:18Z","2021-01-31T06:41:19Z",NA,"2021-01-31T06:41:19Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.18739/a2v11vm5g","NSF Arctic Data Center",NA,2021,"en","DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://arcticdata.io/catalog/view/doi:10.18739/A2V11VM5G",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2021-02-01T18:15:40Z","2021-02-01T18:15:40Z",NA,"2021-02-01T18:15:41Z","cdl.ucsb","clients",NA,NA,NA,NA,NA,NA,NA,NA
